#####################################################################
# Alchemist log file - simulation started at: 2024-05-09T17:39+0000 #
#####################################################################
#
# seed = 0.0, areas = 3, lossThreshold = 80.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.84 2.84 2.84 0.00 2.3389229774475098 2.3389229774475098 2.3389229774475098 0.0 0.22580645161290322 0.22580645161290322 0.22580645161290322 0.0
1.1 56.0 0.31606061528954243 0.0 2.7293491351107755 3.5244824762145677 0.3898920835281285 1.65 2.88 2.75 0.0293 2.265213966369629 4.601293563842773 3.355205801980836 0.8722089028114873 0.20967741935483872 0.7536231884057971 0.37797201629599947 0.010106317158920682
2.1 19.0 0.5543978239099184 0.0 1.7097086425042816 2.3763647601008415 0.6019947015739443 1.48 1.96 1.74 0.0265 1.5768754482269287 3.294323444366455 2.2807548003537312 0.31756783319427095 0.41935483870967744 0.7536231884057971 0.5897281773859614 0.007275245980399128
3.1 6.0 0.8205780589746104 0.0 1.175641299618615 1.848522241330809 0.6660433224248091 0.902 1.48 1.21 0.0341 1.224214106798172 2.720642924308777 1.7844205041016852 0.19996745158307877 0.5161290322580645 0.782608695652174 0.6579718493287918 0.003974756226528559
4.1 4.0 0.6919786644478639 0.0 1.1798247051528759 1.7721804281075795 0.6874123422159889 0.840 1.54 1.21 0.0365 1.032089352607727 2.6840604543685913 1.7078823894262314 0.20401733927112325 0.5161290322580645 0.7971014492753623 0.681952514526147 0.0034935863289382095
5.1 4.0 0.9254624824970961 0.0 0.886711147427559 1.533718355000019 0.7086547452080412 0.637 1.22 0.915 0.0298 0.8522448539733887 2.435290038585663 1.4787322378584318 0.18113186977678905 0.5967741935483871 0.8115942028985508 0.7048645895946036 0.002291445337011157
6.1 3.0 1.1447340407305295 0.0 0.7085690147967801 1.4161222573990624 0.7182776219417173 0.481 0.998 0.734 0.0218 0.7517984136939049 2.3534750938415527 1.3633523782981294 0.18154834681485554 0.5967741935483871 0.855072463768116 0.7146488679623322 0.002181974059746407
7.1 3.0 0.521575187229448 0.0 0.8998237246026596 1.4496956889828045 0.7256700950599969 0.629 1.22 0.932 0.0352 0.72569639980793 2.2825061082839966 1.397957053567682 0.1734348042742305 0.5645161290322581 0.8405797101449275 0.7211772857810727 0.002789841848638215
8.1 3.0 0.7655734645409716 0.0 0.7102988264626927 1.3524486167977254 0.7361500701262272 0.488 0.988 0.738 0.0254 0.662625141441822 2.286145806312561 1.3009064383804798 0.17850301538265154 0.6129032258064516 0.855072463768116 0.7336163427502839 0.0021522300676443625
