#####################################################################
# Alchemist log file - simulation started at: 2024-05-10T09:01+0000 #
#####################################################################
#
# seed = 1.0, areas = 3, lossThreshold = 40.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.87 2.87 2.87 0.00 2.337977170944214 2.337977170944214 2.337977170944214 0.0 0.3387096774193548 0.3387096774193548 0.3387096774193548 0.0
1.1 56.0 0.3326312613983949 0.0 2.797658717632294 3.6947967186570168 0.3740065451145395 1.73 2.88 2.81 0.0226 2.2988531589508057 4.9525580406188965 3.505819143993514 1.0682606355775635 0.14492753623188406 0.6376811594202898 0.36867611701061914 0.010540761500952326
2.1 21.0 0.5738189414971404 1.0 1.7862297205461397 2.5081114052898354 0.6084326788218793 1.40 1.97 1.80 0.0143 1.3322030305862427 3.5913872718811035 2.3954655900597572 0.4305320966048855 0.41935483870967744 0.7391304347826086 0.5973585787751285 0.007895253290822258
3.1 8.0 0.8439069377879301 0.0 1.2303864772121111 1.965292676869366 0.6721891070593736 1.05 1.48 1.26 0.0206 1.290012001991272 3.0363043546676636 1.8881482939635004 0.26615239339486196 0.45161290322580644 0.782608695652174 0.6619915848527349 0.0070893565321825105
4.1 10.0 0.865764936639203 0.0 1.247951511376434 1.9108954154782827 0.6837988935639707 0.799 1.88 1.27 0.0556 1.0685521364212036 3.013575553894043 1.835130472268377 0.2833359124909663 0.45161290322580644 0.7971014492753623 0.6754950577706539 0.007169662852014155
5.1 10.0 1.08758040310608 0.0 0.9400525066587662 1.6499485870202382 0.7068041919900265 0.643 1.39 0.965 0.0324 0.9376906752586365 2.8122702836990356 1.585450523665973 0.23642200598680044 0.46774193548387094 0.8115942028985508 0.6988621184799305 0.006043582895498044
6.1 6.0 1.2948735031402772 0.0 0.7557382529187534 1.5184420619366898 0.7207709989091476 0.523 1.10 0.778 0.0221 0.8772220015525818 2.8921592831611633 1.4577127804181405 0.24453764585013332 0.5 0.8260869565217391 0.7137138515995458 0.005432909398987683
7.1 4.0 0.8124145325790676 0.0 0.9018027534501422 1.5129563946069942 0.7284167056256816 0.545 1.22 0.925 0.0265 0.8311628103256226 2.6068150997161865 1.4520099692578827 0.23678670812799868 0.5483870967741935 0.8260869565217391 0.7223794496760836 0.004447161942369654
8.1 4.0 1.0259042979321547 0.0 0.7234933748944766 1.4218665199975173 0.7376597319619761 0.432 0.987 0.745 0.0198 0.7641885876655579 2.7316575050354004 1.3624029595937048 0.24955792956872122 0.5942028985507246 0.8260869565217391 0.7319341481333066 0.004625721569909747
9.1 4.0 1.2339174354241953 0.0 0.6027956519068943 1.3675169619835088 0.7412829203677731 0.352 0.960 0.622 0.0161 0.7178862690925598 2.8870590329170227 1.3082032251570905 0.27036674297361085 0.5797101449275363 0.855072463768116 0.7350397381954185 0.0047660957956432316
10.1 8.0 0.8834658205095264 0.0 0.7657823449621598 1.3689624089747667 0.7466495247000157 0.469 1.07 0.788 0.0224 0.7848407030105591 2.5767775177955627 1.3120946804327625 0.22245805038274236 0.5645161290322581 0.855072463768116 0.7393516663327322 0.00585288972500083
11.1 6.0 1.0968825719836686 0.0 0.630253824322588 1.3243449157517817 0.75159731961976 0.381 0.876 0.649 0.0165 0.7424720525741577 2.7536064982414246 1.2666160429694824 0.25189475931888305 0.5806451612903226 0.855072463768116 0.7449367194283043 0.005309999564234677
